id,source,cveId,sourceId,publishDate,description,CVSS2_score,CVSS2_severity,CVSS3_score,CVSS3_severity
1151,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-1.4.jar: handlebars.min.js,,Quoteless attributes in templates can lead to XSS,,,,
399,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-1.4.jar: handlebars.js,,Quoteless attributes in templates can lead to XSS,,,,
430,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-handlebars-1.3.1.jar: handlebars-1.0.0.js,,Quoteless attributes in templates can lead to XSS,,,,
360,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-handlebars-1.1.2.jar: handlebars-1.0.0.js,,Quoteless attributes in templates can lead to XSS,,,,
1130,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-handlebars-2.0.0.js,,Quoteless attributes in templates can lead to XSS,,,,
460,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-2.4.0.jar: handlebars.min.js,,Quoteless attributes in templates can lead to XSS,,,,
662,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-2.12.0.jar: handlebars.min.js,,Quoteless attributes in templates can lead to XSS,,,,
659,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-2.12.0.jar: handlebars.js,,Quoteless attributes in templates can lead to XSS,,,,
1104,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-2.1.jar: handlebars.min.js,,Quoteless attributes in templates can lead to XSS,,,,
403,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-webservices.rest-omod-2.17.jar: handlebars-2.0.0.js,,Quoteless attributes in templates can lead to XSS,,,,
1101,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-2.1.jar: handlebars.js,,Quoteless attributes in templates can lead to XSS,,,,
434,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-handlebars-1.3.1.jar: handlebars-v1.3.0.js,,Quoteless attributes in templates can lead to XSS,,,,
694,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-handlebars.js,,Quoteless attributes in templates can lead to XSS,,,,
697,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-handlebars.min.js,,Quoteless attributes in templates can lead to XSS,,,,
470,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-webservices.rest-omod-2.13.jar: handlebars-2.0.0.js,,Quoteless attributes in templates can lead to XSS,,,,
457,RETIREJS,,OWASP-Quoteless attributes in templates can lead to XSS-uicommons-omod-2.4.0.jar: handlebars.js,,Quoteless attributes in templates can lead to XSS,,,,
700,RETIREJS,,OWASP-reDOS - regular expression denial of service-moment.js,,reDOS - regular expression denial of service,,,,
666,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.12.0.jar: moment.min.js,,reDOS - regular expression denial of service,,,,
665,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.12.0.jar: moment.js,,reDOS - regular expression denial of service,,,,
664,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.12.0.jar: moment-with-locales.min.js,,reDOS - regular expression denial of service,,,,
462,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.4.0.jar: moment-with-locales.min.js,,reDOS - regular expression denial of service,,,,
463,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.4.0.jar: moment.js,,reDOS - regular expression denial of service,,,,
1108,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.1.jar: moment.min.js,,reDOS - regular expression denial of service,,,,
1107,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.1.jar: moment.js,,reDOS - regular expression denial of service,,,,
1106,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.1.jar: moment-with-locales.min.js,,reDOS - regular expression denial of service,,,,
701,RETIREJS,,OWASP-reDOS - regular expression denial of service-moment.min.js,,reDOS - regular expression denial of service,,,,
464,RETIREJS,,OWASP-reDOS - regular expression denial of service-uicommons-omod-2.4.0.jar: moment.min.js,,reDOS - regular expression denial of service,,,,
699,RETIREJS,,OWASP-reDOS - regular expression denial of service-moment-with-locales.min.js,,reDOS - regular expression denial of service,,,,
800,NPM,,OWASP-1550-url-regex:3.2.0,,Regular expression for matching URLs : All versions of `url-regex` are vulnerable to a Regular Expression Denial of Service. An attacker providing a very long string in String.test can cause a Denial of Service.,,,,
1202,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-url-regex:3.2.0,,"Regular expression for matching URLs : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
570,NPM,,OWASP-1548-serialize-javascript:1.9.1,,"Serialize JavaScript to a superset of JSON that includes regular expressions and functions. : `serialize-javascript` prior to 3.1.0 allows remote attackers to inject arbitrary code via the function  deleteFunctions  within  index.js .    An object such as `{ foo : /1 /,  bar :  a @__R-<UID>-0__@ }` was serialized as `{ foo : /1 /,  bar :  a/1 /}`, which allows an attacker to escape the bar key. This requires the attacker to control the values of both foo and bar and guess the value of <UID>. The UID has a keyspace of approximately 4 billion making it a realistic network attack.      The following proof-of-concept calls console.log() when the running eval():   `eval('('+ serialize({ foo : /1  + console.log(1)/i,  bar : ' @__R-<UID>-0__@'}) + ')');`",,,,
1209,OSSINDEX,,OWASP-CWE-502: Deserialization of Untrusted Data-serialize-javascript:1.9.1,,Serialize JavaScript to a superset of JSON that includes regular expressions and functions. : The application deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,,,9,CRITICAL
571,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-serialize-javascript:1.9.1,,Serialize JavaScript to a superset of JSON that includes regular expressions and functions. : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
569,NPM,,OWASP-1426-serialize-javascript:1.9.1,,Serialize JavaScript to a superset of JSON that includes regular expressions and functions. : Versions of `serialize-javascript` prior to 2.1.1 are vulnerable to Cross-Site Scripting (XSS). The package fails to sanitize serialized regular expressions. This vulnerability does not affect Node.js applications.,,,,
575,NPM,,OWASP-550-ws:6.1.4,,"Simple to use, blazing fast and thoroughly tested websocket client and server for Node.js : Affected versions of `ws` can crash when a specially crafted `Sec-WebSocket-Extensions` header containing `Object.prototype` property names as extension or parameter names is sent.  ## Proof of concept  ``` const WebSocket = require('ws'); const net = require('net');  const wss = new WebSocket.Server({ port: 3000 }, function () {   const payload = 'constructor';  // or ',;constructor'    const request = [     'GET / HTTP/1.1',     'Connection: Upgrade',     'Sec-WebSocket-Key: test',     'Sec-WebSocket-Version: 8',     `Sec-WebSocket-Extensions: ${payload}`,     'Upgrade: websocket',     'rn'   ].join('rn');    const socket = net.connect(3000, function () {     socket.resume();     socket.write(request);   }); }); ```",,,,
542,OSSINDEX,,OWASP-CWE-331: Insufficient Entropy-ws:1.1.5,,"Simple to use, blazing fast and thoroughly tested websocket client and server for Node.js : The software uses an algorithm or scheme that produces insufficient entropy, leaving patterns or clusters of values that are more likely to occur than others.",,,6.5,MEDIUM
802,NPM,,OWASP-550-ws:1.1.2,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : Affected versions of `ws` can crash when a specially crafted `Sec-WebSocket-Extensions` header containing `Object.prototype` property names as extension or parameter names is sent.  ## Proof of concept  ``` const WebSocket = require('ws'); const net = require('net');  const wss = new WebSocket.Server({ port: 3000 }, function () {   const payload = 'constructor';  // or ',;constructor'    const request = [     'GET / HTTP/1.1',     'Connection: Upgrade',     'Sec-WebSocket-Key: test',     'Sec-WebSocket-Version: 8',     `Sec-WebSocket-Extensions: ${payload}`,     'Upgrade: websocket',     'rn'   ].join('rn');    const socket = net.connect(3000, function () {     socket.resume();     socket.write(request);   }); }); ```",,,,
624,NPM,,OWASP-550-ws:0.8.0,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : Affected versions of `ws` can crash when a specially crafted `Sec-WebSocket-Extensions` header containing `Object.prototype` property names as extension or parameter names is sent.  ## Proof of concept  ``` const WebSocket = require('ws'); const net = require('net');  const wss = new WebSocket.Server({ port: 3000 }, function () {   const payload = 'constructor';  // or ',;constructor'    const request = [     'GET / HTTP/1.1',     'Connection: Upgrade',     'Sec-WebSocket-Key: test',     'Sec-WebSocket-Version: 8',     `Sec-WebSocket-Extensions: ${payload}`,     'Upgrade: websocket',     'rn'   ].join('rn');    const socket = net.connect(3000, function () {     socket.resume();     socket.write(request);   }); }); ```",,,,
623,NPM,,OWASP-120-ws:0.8.0,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : Affected versions of `ws` do not appropriately limit the size of incoming websocket payloads, which may result in a denial of service condition when the node process crashes after receiving a large payload.",,,,
626,OSSINDEX,,OWASP-CWE-201: Information Exposure Through Sent Data-ws:0.8.0,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : The accidental exposure of sensitive information through sent data refers to the transmission of data which are either sensitive in and of itself or useful in the further exploitation of the system through standard data channels.",,,6.5,MEDIUM
627,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-ws:0.8.0,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.",,,7.5,HIGH
573,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-ws:1.1.2,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.",,,7.5,HIGH
629,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-ws:0.8.0,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
574,OSSINDEX,,OWASP-CWE-331: Insufficient Entropy-ws:1.1.2,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : The software uses an algorithm or scheme that produces insufficient entropy, leaving patterns or clusters of values that are more likely to occur than others.",,,6.5,MEDIUM
628,OSSINDEX,,OWASP-CWE-331: Insufficient Entropy-ws:0.8.0,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : The software uses an algorithm or scheme that produces insufficient entropy, leaving patterns or clusters of values that are more likely to occur than others.",,,6.5,MEDIUM
625,NPM,,OWASP-67-ws:0.8.0,,"simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455 : Versions of `ws` prior to 1.0.1 are affected by a remote memory disclosure vulnerability.  In certain rare circumstances, applications which allow users to control the arguments of a `client.ping()` call will cause `ws` to send the contents of an allocated but non-zero-filled buffer to the server. This may disclose sensitive information that still exists in memory after previous use of the memory for other tasks.    ## Proof of Concept ``` var ws = require('ws')  var server = new ws.Server({ port: 9000 }) var client = new ws('ws://localhost:9000')  client.on('open', function () {   console.log('open')   client.ping(50) // this sends a non-zeroed buffer of 50 bytes    client.on('pong', function (data) {     console.log('got pong')     console.log(data) // Data from the client.    }) }) ```",,,,
780,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-mocha:2.5.3,,"simple, flexible, fun test framework : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
789,OSSINDEX,,OWASP-Remote memory disclosure-request:2.51.0,,"Simplified HTTP request client. : > If the node process makes a request with a multipart attachment, and the type of the body option is a Number, then that many bytes of uninitialized memory will be sent in the body of the request.  >  > -- [github.com](https://github.com/request/request/pull/2018)",,,,
604,NPM,,OWASP-8-express:2.5.11,,"Sinatra inspired web development framework : Vulnerable versions of express do not specify a charset field in the content-type header while displaying 400 level response messages. The lack of enforcing user's browser to set correct charset, could be leveraged by an attacker to perform a cross-site scripting attack, using non-standard encodings, like UTF-7.",,,,
596,NPM,,OWASP-534-debug:0.7.4,,"small debugging utility : Affected versions of `debug` are vulnerable to regular expression denial of service when untrusted user input is passed into the `o` formatter.   As it takes 50,000 characters to block the event loop for 2 seconds, this issue is a low severity issue.",,,,
556,NPM,,OWASP-534-debug:2.6.9,,"small debugging utility : Affected versions of `debug` are vulnerable to regular expression denial of service when untrusted user input is passed into the `o` formatter.   As it takes 50,000 characters to block the event loop for 2 seconds, this issue is a low severity issue.",,,,
504,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-debug:2.2.0,,"small debugging utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
505,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-debug:2.3.3,,"small debugging utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
601,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-debug:2.1.0,,"small debugging utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
600,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-debug:1.0.4,,"small debugging utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
599,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-debug:1.0.3,,"small debugging utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
598,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-debug:1.0.2,,"small debugging utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
597,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-debug:0.7.4,,"small debugging utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
796,OSSINDEX,,OWASP-Symlink Arbitrary File Overwrite-tar:1.0.3,,tar for node : Symbolic links in a tar file could point outside the extraction root. This allowed the overwriting of targets outside the expected paths for a package.,,,7.5,HIGH
794,NPM,,OWASP-57-tar:1.0.3,,tar for node : Versions of `tar` prior to 2.0.0 are affected by an arbitrary file write vulnerability. The vulnerability occurs because `tar` does not verify that extracted symbolic links to not resolve to targets outside of the extraction root directory.,,,,
795,NPM,,OWASP-803-tar:1.0.3,,"tar for node : Versions of `tar` prior to 4.4.2 for 4.x and 2.2.2 for 2.x are vulnerable to Arbitrary File Overwrite. Extracting tarballs containing a hardlink to a file that already exists in the system, and a file that matches the hardlink will overwrite the system's file with the contents of the extracted file.",,,,
467,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.10.2.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
675,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.10.6.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
471,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.11.3.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
472,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.12.0.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
826,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.11.6.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
704,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.10.4.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
364,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.10.5.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
365,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.11.4.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
1111,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.9.7.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
1132,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.11.0.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
680,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.11.5.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
679,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.9.4.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
677,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.10.0.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
828,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.9.10.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
427,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.9.9.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
669,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-api-1.9.1.jar,,The api that is re-used across web and modules : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
466,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.10.2.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
703,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.10.4.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
1110,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.9.7.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
363,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.10.5.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
668,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.9.1.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
426,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.9.9.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
674,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.10.6.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
676,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.10.0.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
678,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.9.4.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
827,OSSINDEX,,OWASP-CWE-611: Improper Restriction of XML External Entity Reference ('XXE')-openmrs-api-1.9.10.jar,,"The api that is re-used across web and modules : The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",,,5.4,MEDIUM
546,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-app.js,,The attribute usemap can be used as a security exploit,,,,
379,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-uicommons-omod-1.4.jar: angular-resource.min.js,,The attribute usemap can be used as a security exploit,,,,
586,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-app.min.js,,The attribute usemap can be used as a security exploit,,,,
384,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-uicommons-omod-1.4.jar: angular-sanitize.min.js,,The attribute usemap can be used as a security exploit,,,,
579,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-angular.js,,The attribute usemap can be used as a security exploit,,,,
389,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-uicommons-omod-1.4.jar: angular.js,,The attribute usemap can be used as a security exploit,,,,
394,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-uicommons-omod-1.4.jar: angular.min.js,,The attribute usemap can be used as a security exploit,,,,
1139,RETIREJS,,OWASP-The attribute usemap can be used as a security exploit-angular-1.4.5.min.js,,The attribute usemap can be used as a security exploit,,,,
356,OSSINDEX,,OWASP-Arbitrary file upload via deserialization-commons-fileupload-1.2.1.jar,,"The FileUpload component provides a simple yet flexible means of adding support for multipart     file upload functionality to servlets and web applications. : > The DiskFileItem class in Apache Commons FileUpload, as used in Red Hat JBoss BRMS 5.3.1; JBoss Portal 4.3 CP07, 5.2.2, and 6.0.0; and Red Hat JBoss Web Server 1.0.2 allows remote attackers to write to arbitrary files via a NULL byte in a file name in a serialized instance. >  > -- [redhat.com](https://access.redhat.com/security/cve/CVE-2013-2186)",,,,
576,NPM,,OWASP-1500-yargs-parser:13.1.2,,"the mighty option parser used by yargs : Affected versions of `yargs-parser` are vulnerable to prototype pollution. Arguments are not properly sanitized, allowing an attacker to modify the prototype of `Object`, causing the addition or modification of an existing property that will exist on all objects.   Parsing the argument `--foo.__proto__.bar baz'` adds a `bar` property with value `baz` to all objects. This is only exploitable if attackers have control over the arguments being passed to `yargs-parser`.",,,,
630,NPM,,OWASP-1500-yargs-parser:4.2.1,,"the mighty option parser used by yargs : Affected versions of `yargs-parser` are vulnerable to prototype pollution. Arguments are not properly sanitized, allowing an attacker to modify the prototype of `Object`, causing the addition or modification of an existing property that will exist on all objects.   Parsing the argument `--foo.__proto__.bar baz'` adds a `bar` property with value `baz` to all objects. This is only exploitable if attackers have control over the arguments being passed to `yargs-parser`.",,,,
577,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-yargs-parser:2.4.1,,"the mighty option parser used by yargs : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
631,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-yargs-parser:4.2.1,,"the mighty option parser used by yargs : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
520,OSSINDEX,,OWASP-CWE-506: Embedded Malicious Code-lodash:3.10.1,,The modern build of lodash modular utilities. : The application contains code that appears to be malicious in nature.,,,9.6,CRITICAL
521,OSSINDEX,,OWASP-CWE-770: Allocation of Resources Without Limits or Throttling-lodash:3.10.1,,"The modern build of lodash modular utilities. : The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on how many resources can be allocated, in violation of the intended security policy for that actor.",,,7.4,HIGH
609,NPM,,OWASP-1065-lodash:3.10.1,,The modern build of lodash modular utilities. : Versions of `lodash` before 4.17.12 are vulnerable to Prototype Pollution.  The function `defaultsDeep` allows a malicious user to modify the prototype of `Object` via `{constructor: {prototype: {...}}}` causing the addition or modification of an existing property that will exist on all objects.,,,,
611,NPM,,OWASP-577-lodash:3.10.1,,"The modern build of lodash modular utilities. : Versions of `lodash` before 4.17.5 are vulnerable to prototype pollution.   The vulnerable functions are 'defaultsDeep', 'merge', and 'mergeWith' which allow a malicious user to modify the prototype of `Object` via `__proto__` causing the addition or modification of an existing property that will exist on all objects.",,,,
612,NPM,,OWASP-782-lodash:3.10.1,,"The modern build of lodash modular utilities. : Versions of `lodash` before 4.17.5 are vulnerable to prototype pollution.   The vulnerable functions are 'defaultsDeep', 'merge', and 'mergeWith' which allow a malicious user to modify the prototype of `Object` via `{constructor: {prototype: {...}}}` causing the addition or modification of an existing property that will exist on all objects.",,,,
610,NPM,,OWASP-1523-lodash:3.10.1,,The modern build of lodash modular utilities. : Versions of `lodash` prior to 4.17.19 are vulnerable to Prototype Pollution.  The function `zipObjectDeep` allows a malicious user to modify the prototype of `Object` if the property identifiers are user-supplied. Being affected by this issue requires zipping objects based on user-provided property arrays.    This vulnerability causes the addition or modification of an existing property that will exist on all objects and may lead to Denial of Service or Code Execution under specific circumstances.,,,,
607,OSSINDEX,,OWASP-CWE-506: Embedded Malicious Code-lodash.merge:3.3.2,,The modern build of lodash’s `_.merge` as a module. : The application contains code that appears to be malicious in nature.,,,9.6,CRITICAL
